Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Cluster
Justice League: The Flashpoint Paradox,the flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,47.571,1407,7.9,en,science fiction,12
The Ridiculous 6,"when his long-lost outlaw father returns, tommy ""white knife"" stockburn goes on an adventure-filled journey across the old west with his five brothers.",47.54,1107,5.2,en,western,44
"Tad, the Lost Explorer","tad is a celebrity archaeologist and adventurer just like his hero max mordon... in his dreams! in reality, tad is a chicago construction worker. one day, however, he is mistaken for a real professor and takes his place on a flight to peru in search of the lost city of paititi.",47.538,413,6.0,es,animation,34
Rocky II,"after rocky goes the distance with champ apollo creed, both try to put the fight behind them and move on. rocky settles down with adrian but can't put his life together outside the ring, while creed seeks a rematch to restore his reputation. soon enough, the ""master of disaster"" and the ""italian stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",47.538,3319,7.2,en,drama,9
Friends: The Reunion,"the cast of friends reunites for a once-in-a-lifetime celebration of the hit series, an unforgettable evening filled with iconic memories, uncontrollable laughter, happy tears, and special guests.",47.536,814,8.1,en,documentary,16
Independence Day,"on july 2, a giant alien mothership enters orbit around earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. on july 3, the united states conducts a coordinated counterattack that fails. on july 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",47.536,7896,6.8,en,action,6
Being the Ricardos,lucille ball and desi arnaz face a crisis that could end their careers and another that could end their marriage.,47.506,307,6.6,en,drama,9
The Batman vs. Dracula,"gotham city is terrorized not only by recent escapees joker and penguin, but by the original creature of the night, dracula! can batman stop the ruthless vampire before he turns everyone in the city, including the caped crusader, joker and penguin, into his mindless minions?",47.472,247,7.0,en,fantasy,18
American Wedding,"with high school a distant memory, jim and michelle are getting married -- and in a hurry, since jim's grandmother is sick and wants to see him walk down the aisle -- prompting stifler to throw the ultimate bachelor party. and jim's dad is reliable as ever, doling out advice no one wants to hear.",47.448,3356,6.2,en,comedy,11
Braveheart,"enraged at the slaughter of murron, his new bride and childhood love, scottish warrior william wallace slays a platoon of the local english lord's soldiers. this leads the village to revolt and, eventually, the entire country to rise up against english rule.",47.357,8195,7.9,en,action,6
Cloverfield,"five young new yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",47.345,5745,6.6,en,action,6
Barbie in A Mermaid Tale 2,"surf's up for barbie as she returns as merliah, the fun and fashionable surfing champion who's also a magical mermaid princess! in this exciting sea-quel, merliah makes a splash when she heads to australia for the ultimate surfing competition. when the evil mermaid eris escapes from her whirlpool with plans to take over the throne of oceana, merliah and her sea friends dive in to stop her. it's a fresh new adventure where merliah learns that anything is possible and she really can have the best of both worlds!",47.32,344,7.0,en,animation,5
Earwig and the Witch,a headstrong orphan discovers a world of spells and potions while living with a selfish witch.,47.305,140,6.1,ja,animation,3
Miracle in Cell No. 7,"separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",47.263,3872,8.3,tr,drama,-1
Diary of a Nymphomaniac,"a chronicle of the life of a middle-class french girl's sexual adventures, her then fall into prostitution, and her ultimate redemption.",47.237,232,5.5,es,drama,20
Casper,"casper is a kind young ghost who peacefully haunts a mansion in maine. when specialist james harvey arrives to communicate with casper and his fellow spirits, he brings along his teenage daughter, kat. casper quickly falls in love with kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",47.232,3789,6.3,en,fantasy,18
Heat,obsessive master thief neil mccauley leads a top-notch crew on various daring heists throughout los angeles while determined detective vincent hanna pursues him without rest. each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,47.195,5358,7.9,en,action,6
Lokillo: Nothing's the Same,"through songs and puns, comedian lokillo florez hilariously reviews how latin americans have adjusted to a new world where no-hugging policies prevail.",47.186,15,7.8,es,comedy,17
Batman vs. Robin,"damian wayne is having a hard time coping with his father's ""no killing"" rule. meanwhile, gotham is going through hell with threats such as the insane dollmaker, and the secretive court of owls.",47.178,697,7.3,en,science fiction,12
The Intern,"70-year-old widower ben whittaker has discovered that retirement isn't all it's cracked up to be. seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by jules ostin.",47.153,5473,7.2,en,comedy,11
Skyscraper,"framed and on the run, a former fbi agent must save his family from a blazing fire in the world's tallest building.",47.068,4082,6.3,en,action,6
The Smurfs 2,"the evil wizard gargamel creates a couple of mischievous smurf-like creatures called the naughties that he hopes will let him harness the all-powerful, magical smurf-essence. but when he discovers that only a real smurf can give him what he wants, and only a secret spell that smurfette knows can turn the naughties into real smurfs, gargamel kidnaps smurfette and brings her to paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. it's up to papa, clumsy, grouchy, and vanity to return to our world, reunite with their human friends patrick and grace winslow, and rescue her! will smurfette, who has always felt different from the other smurfs, find a new connection with the naughties vexy and hackus or will the smurfs convince her that their love for her is true blue?",47.054,1801,5.8,en,fantasy,18
